CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,Number of Dependents,Mobile App Usage,Marketing Number of Cold Call,Marketing Number of Email,Marketing Number of SMS
0969-SPTHJ,1,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,,,No internet service,Two year,Yes,Bank transfer (automatic),19.68,No,1.0,,,146.0,460.0
6862-PEZZX,1,0.0,No,No,9.0,,No,DSL,No,No,No,No,No,,Month-to-month,Yes,Credit card (automatic),44.61,No,0.0,,36.0,32.0,
2170-ECVKG,1,0.0,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,,Two year,,Bank transfer (automatic),111.39,No,,,171.0,,
0637-PPPBI,1,,Yes,No,22.0,,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,No,0.0,Yes,72.0,81.0,
7823-EGXQU,0,0.0,Yes,Yes,70.0,No,No phone service,DSL,Yes,,No,,No,No,Two year,No,Bank transfer (automatic),32.31,No,2.0,,162.0,140.0,622.0
9402-DYEPA,0,,,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.78,No,5.0,,284.0,258.0,959.0
8520-FFPXN,0,,,No,58.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,,Two year,No,Mailed check,90.12,No,0.0,,218.0,,677.0
2918-TEOQV,1,0.0,No,No,71.0,,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.05,No,0.0,,190.0,160.0,847.0
6121-YUTJV,1,0.0,No,,,Yes,No,DSL,No,,No,No,,No,Month-to-month,Yes,Credit card (automatic),49.46,No,0.0,,17.0,,83.0
5952-NUDMP,0,,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,,Yes,Two year,Yes,Bank transfer (automatic),114.95,No,2.0,,161.0,172.0,644.0
3805-FJUAX,1,0.0,No,Yes,32.0,Yes,No,DSL,Yes,,Yes,Yes,No,No,One year,No,Mailed check,57.83,No,1.0,No,80.0,82.0,354.0
9331-SBCDR,1,,,No,,Yes,No,DSL,No,,No,No,,No,Month-to-month,No,Credit card (automatic),48.51,Yes,,,10.0,,33.0
5287-NPCPV,0,,,Yes,,Yes,No,No,No internet service,,No internet service,No internet service,,No internet service,Month-to-month,No,Mailed check,20.01,No,,Yes,14.0,,73.0
3957-PMZMR,1,0.0,No,No,12.0,,No,Fiber optic,No,No,No,No,,,Month-to-month,Yes,Mailed check,75.54,No,0.0,No,36.0,,167.0
9590-ESWVN,0,1.0,Yes,No,59.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.05,Yes,0.0,Yes,84.0,,578.0
5668-BDTNH,0,0.0,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,,Month-to-month,Yes,Mailed check,73.85,Yes,0.0,Yes,3.0,1.0,
6475-KRAUS,1,1.0,,No,63.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),57.58,No,0.0,,,236.0,817.0
9239-RYFXQ,1,0.0,No,No,18.0,Yes,No,DSL,Yes,,Yes,Yes,Yes,Yes,Two year,,Mailed check,79.56,Yes,0.0,,87.0,54.0,184.0
8775-ZQAZW,0,0.0,No,No,5.0,,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,74.48,No,,,13.0,11.0,
4472-FTUHP,1,0.0,Yes,No,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,111.57,No,,Yes,,,818.0
3105-PPOUY,1,,No,No,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,,Yes,Yes,One year,,Bank transfer (automatic),114.04,No,0.0,,99.0,101.0,418.0
7685-ZNZYM,1,1.0,Yes,,,,Yes,Fiber optic,No,,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.34,No,0.0,No,264.0,,
9528-NYFMD,0,,Yes,Yes,,,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,103.31,Yes,1.0,,0.0,0.0,
8315-YQEHE,1,0.0,No,No,1.0,,No,DSL,No,No,No,Yes,,No,Month-to-month,,Bank transfer (automatic),50.25,Yes,0.0,,,,6.0
4131-VQXQE,1,1.0,,,13.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.63,No,,No,,46.0,123.0
8762-VKCXV,0,0.0,,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,Mailed check,19.76,No,0.0,,36.0,48.0,178.0
5859-CRFDW,0,0.0,Yes,Yes,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,,Mailed check,20.49,No,3.0,Yes,84.0,81.0,217.0
7080-HGTQM,0,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.65,Yes,0.0,No,,0.0,
9948-ESELM,1,,Yes,Yes,72.0,,Yes,Fiber optic,No,,Yes,No,No,No,Two year,,Bank transfer (automatic),89.63,No,,,167.0,200.0,
5649-VTUUB,1,,No,,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.98,No,0.0,,,51.0,150.0
8151-ZOPJH,1,0.0,No,No,27.0,Yes,No,,No,No,No,No,No,,Month-to-month,Yes,Credit card (automatic),70.46,No,,,,79.0,
5771-WMYAA,1,1.0,,No,,Yes,Yes,Fiber optic,No,,Yes,No,,Yes,Month-to-month,Yes,Electronic check,101.55,Yes,0.0,No,2.0,1.0,8.0
0786-WZWZZ,1,,Yes,Yes,39.0,Yes,Yes,Fiber optic,Yes,,No,No,No,No,Month-to-month,No,,72.66,Yes,3.0,,17.0,8.0,298.0
5456-XAUUO,1,,Yes,No,,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,,Electronic check,50.35,Yes,0.0,,,,340.0
9153-SFVAA,0,0.0,,,60.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,56.1,No,0.0,,,186.0,732.0
5099-MUEBD,0,,,No,17.0,Yes,No,Fiber optic,Yes,,No,No,,,Month-to-month,Yes,,74.46,Yes,0.0,Yes,18.0,,104.0
6978-LZXWQ,0,0.0,Yes,No,,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,,,50.0,No,0.0,,,,
6577-IHKUV,1,,Yes,No,64.0,,No,,No,No,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),99.32,No,0.0,,,,
6170-UXLEO,1,0.0,,Yes,,,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,,Mailed check,19.71,No,,,225.0,225.0,682.0
2011-SXDNG,1,0.0,Yes,No,,Yes,Yes,DSL,No,No,No,Yes,,Yes,Two year,,Credit card (automatic),77.26,No,,No,288.0,263.0,841.0
3550-NVASS,1,,,Yes,59.0,Yes,Yes,Fiber optic,No,,Yes,,Yes,Yes,Two year,,Bank transfer (automatic),109.67,Yes,,Yes,,406.0,
3278-MPOPF,1,0.0,,No,,Yes,No,No,No internet service,,No internet service,,No internet service,No internet service,Month-to-month,,,19.55,Yes,0.0,,22.0,,
4206-IDWUX,0,0.0,No,,66.0,Yes,Yes,Fiber optic,No,,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),111.09,No,0.0,,249.0,205.0,
2849-PGJKD,1,,,No,7.0,Yes,Yes,DSL,No,No,Yes,Yes,,Yes,Month-to-month,,,69.25,Yes,0.0,Yes,29.0,,72.0
7209-BINBQ,0,0.0,No,No,45.0,Yes,Yes,Fiber optic,No,,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.89,Yes,0.0,,268.0,217.0,
0373-GMOOO,1,,No,No,65.0,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,No,Electronic check,27.4,No,0.0,,,183.0,773.0
5282-YTUFY,0,1.0,Yes,No,65.0,Yes,Yes,Fiber optic,Yes,,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.09,No,0.0,No,,,
9921-XWRGQ,1,0.0,,,2.0,,No,DSL,No,No,No,Yes,No,,Month-to-month,,Mailed check,50.13,Yes,2.0,Yes,12.0,14.0,
8484-PKELM,1,1.0,Yes,No,36.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.46,No,,,90.0,,
5622-HEROI,1,0.0,Yes,No,1.0,,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.88,Yes,,,,6.0,10.0
0562-DRAPT,0,0.0,Yes,,,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,,54.69,No,,,58.0,72.0,247.0
3196-CVDFI,1,,Yes,Yes,52.0,,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,65.01,Yes,,,105.0,117.0,583.0
7973-CHOTO,0,0.0,No,No,,,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,38.89,No,0.0,,,,36.0
6162-JUDBG,1,0.0,,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.89,No,,,,3.0,
4459-ARUOL,0,,No,,3.0,,Yes,Fiber optic,No,No,No,No,,No,Month-to-month,,Electronic check,75.85,Yes,0.0,No,,17.0,29.0
0845-ZVOYO,0,0.0,No,No,57.0,Yes,No,Fiber optic,Yes,Yes,No,,,Yes,One year,,Electronic check,94.85,No,0.0,,190.0,182.0,
6884-GGQTF,1,0.0,No,,59.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,94.04,Yes,0.0,,,,722.0
2348-KPAYN,1,0.0,No,No,12.0,Yes,No,DSL,No,Yes,Yes,Yes,,No,Month-to-month,,,59.18,No,0.0,Yes,28.0,25.0,
1627-ENTOU,1,0.0,,Yes,40.0,Yes,Yes,No,No internet service,,No internet service,,No internet service,No internet service,Two year,Yes,Mailed check,23.85,No,1.0,Yes,106.0,107.0,
9688-HKZBN,1,0.0,No,No,,Yes,Yes,Fiber optic,No,No,No,Yes,,No,Month-to-month,,Electronic check,85.88,Yes,0.0,,22.0,,76.0
4363-RCPDK,0,0.0,Yes,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,No,Electronic check,20.38,No,0.0,,35.0,31.0,100.0
6405-LYOAL,1,0.0,Yes,Yes,41.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,,54.49,No,,,145.0,,529.0
0836-ZNJRB,0,0.0,Yes,No,,,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,42.01,No,0.0,,,66.0,
1080-DPGZP,0,1.0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,,Two year,Yes,Electronic check,114.12,No,0.0,,,227.0,938.0
0821-SZKUC,0,0.0,No,No,,Yes,No,Fiber optic,No,Yes,No,No,,No,Month-to-month,Yes,Electronic check,91.29,Yes,0.0,,,96.0,150.0
6011-TWIZU,0,0.0,No,,,Yes,No,,Yes,No,Yes,No,Yes,No,Month-to-month,,Electronic check,62.77,No,,,,,
8606-DCGDI,1,0.0,No,,,Yes,No,Fiber optic,No,,Yes,No,No,,Month-to-month,No,,80.58,Yes,0.0,No,150.0,121.0,219.0
8678-GQZXH,1,0.0,,No,,Yes,No,Fiber optic,No,Yes,Yes,No,,Yes,Month-to-month,,Bank transfer (automatic),98.16,No,,No,,58.0,
3389-EWOVS,1,0.0,No,Yes,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,No,Mailed check,19.95,No,1.0,Yes,84.0,79.0,293.0
9373-ZOPYE,1,1.0,,No,,,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.93,Yes,0.0,,10.0,9.0,
5899-GANFZ,1,0.0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,,93.93,No,0.0,Yes,,,486.0
1813-TNIRR,0,1.0,Yes,Yes,41.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Electronic check,90.17,Yes,,Yes,114.0,,
9537-YGCLQ,1,0.0,Yes,Yes,,Yes,No,DSL,Yes,No,No,Yes,No,,Month-to-month,Yes,Mailed check,55.16,Yes,3.0,,,14.0,29.0
0903-PABHB,1,0.0,No,,43.0,Yes,No,DSL,No,,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.96,No,,Yes,,,486.0
0631-VDTYY,1,0.0,No,,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.42,No,0.0,Yes,28.0,26.0,148.0
7244-ZYZMX,0,0.0,No,No,41.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,No,0.0,,157.0,136.0,
3883-UVYIG,1,0.0,No,Yes,2.0,,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,,Electronic check,55.25,No,4.0,,5.0,,16.0
5839-GKOWU,1,1.0,No,No,5.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,,Electronic check,78.66,Yes,0.0,No,12.0,11.0,42.0
3560-ZEOOY,0,0.0,,,1.0,Yes,No,Fiber optic,No,,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.41,Yes,0.0,,,7.0,9.0
8986-EYAAJ,1,0.0,No,No,,Yes,Yes,DSL,No,No,No,No,,No,Month-to-month,Yes,Mailed check,50.16,No,0.0,,37.0,33.0,
9979-EEIJL,0,1.0,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,,,Month-to-month,Yes,Electronic check,95.08,Yes,0.0,Yes,180.0,,608.0
4270-BCQHJ,1,0.0,No,No,48.0,,Yes,,No,No,No,No,Yes,Yes,One year,No,,64.86,No,,,,,
3565-KUCHY,0,0.0,Yes,No,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,,One year,,Electronic check,21.16,No,,No,104.0,107.0,641.0
3197-GBPUM,0,0.0,Yes,,,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.32,Yes,0.0,,6.0,,19.0
6156-NFAYZ,1,0.0,No,No,,,No,DSL,Yes,No,No,,,Yes,One year,,Credit card (automatic),72.1,No,0.0,,72.0,79.0,254.0
8544-JIYID,1,,Yes,,37.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),69.58,No,0.0,,116.0,148.0,
4077-RKFIE,1,,Yes,,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.92,No,0.0,,68.0,67.0,387.0
2820-QAFXL,0,0.0,Yes,,24.0,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,,Electronic check,40.79,Yes,0.0,Yes,153.0,117.0,273.0
6585-CFYFQ,0,0.0,No,Yes,,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,64.73,Yes,1.0,,,21.0,66.0
5999-ZNIZM,1,0.0,No,Yes,8.0,Yes,Yes,Fiber optic,No,,No,No,,No,Month-to-month,Yes,Credit card (automatic),80.74,Yes,1.0,Yes,16.0,18.0,61.0
9002-YDTHR,1,0.0,,Yes,56.0,,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,,Electronic check,79.62,No,4.0,,,,689.0
5625-UAPPV,1,0.0,No,,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.37,No,,,,44.0,
8779-GYVEV,1,0.0,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,,,,Two year,No,Credit card (automatic),23.03,No,1.0,,188.0,,
2990-MPWJX,1,0.0,,Yes,9.0,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,,Month-to-month,,Electronic check,21.46,No,2.0,,,22.0,78.0
0342-NGYFH,1,0.0,Yes,,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,,19.98,No,1.0,Yes,202.0,,
1751-GZKTD,0,0.0,No,,56.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,,One year,,Credit card (automatic),103.35,No,0.0,Yes,169.0,220.0,
3647-RJNKS,0,0.0,Yes,No,,,No,DSL,No,No,No,No,No,,Month-to-month,Yes,Electronic check,43.95,No,0.0,Yes,,,20.0
9821-INJWX,1,0.0,No,,,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,,49.3,Yes,0.0,,6.0,7.0,25.0
4039-DIZTQ,0,0.0,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,,One year,Yes,,105.9,No,2.0,,144.0,,
2663-GRFRV,0,0.0,,No,2.0,Yes,No,Fiber optic,No,Yes,No,No,,No,Month-to-month,No,Mailed check,72.53,Yes,,,1.0,1.0,
4619-WDJRP,0,0.0,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,,84.97,Yes,0.0,,3.0,,11.0
2229-LLRRU,0,,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,No,0.0,No,4.0,4.0,
1397-DNEAQ,1,0.0,Yes,No,72.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),104.82,No,0.0,No,218.0,262.0,864.0
0877-VWDBB,1,0.0,,Yes,13.0,,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,,103.24,No,3.0,,,38.0,151.0
2773-GGCGA,1,,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,32.77,Yes,0.0,,6.0,,
1238-RDCJE,0,0.0,Yes,No,38.0,Yes,Yes,Fiber optic,Yes,,Yes,No,Yes,No,Month-to-month,,Electronic check,94.61,Yes,0.0,No,155.0,220.0,402.0
6748-IJZQT,0,0.0,,,4.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,,Mailed check,48.92,No,0.0,Yes,11.0,8.0,41.0
6551-BVYEY,1,,Yes,No,,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,,One year,Yes,Credit card (automatic),19.87,No,0.0,,131.0,,406.0
3062-UCLAW,1,0.0,No,No,38.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.68,No,0.0,Yes,,,463.0
2030-SXBCU,1,0.0,,,,Yes,No,Fiber optic,No,Yes,No,No,No,,Month-to-month,,Electronic check,74.47,No,0.0,No,3.0,4.0,
4801-MPJYR,1,0.0,No,No,,Yes,No,DSL,No,,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.39,No,0.0,,,50.0,178.0
4733-ENMBB,1,,,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,,One year,Yes,Mailed check,20.44,No,0.0,Yes,32.0,,90.0
0231-NULLR,1,,,No,1.0,Yes,No,DSL,No,No,Yes,Yes,No,,Month-to-month,No,Mailed check,50.37,No,0.0,Yes,3.0,,
8070-YYPFN,0,0.0,,No,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,,,104.59,Yes,0.0,Yes,509.0,,812.0
4954-DCPYD,0,0.0,Yes,No,28.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,,No,Month-to-month,,Bank transfer (automatic),91.39,No,,,82.0,,318.0
4337-QZNLB,0,0.0,Yes,Yes,58.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),72.6,No,,,176.0,184.0,702.0
3589-WANWR,0,0.0,No,No,,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.77,No,0.0,,172.0,207.0,847.0
9717-NOLHI,1,0.0,No,No,57.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,,Bank transfer (automatic),59.39,No,0.0,Yes,,,597.0
1050-QNNPF,1,0.0,,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,45.13,No,2.0,Yes,3.0,3.0,
1932-QTPMJ,0,0.0,No,No,,Yes,No,DSL,No,,No,Yes,No,No,Month-to-month,,Mailed check,51.46,Yes,0.0,,1.0,,14.0
5044-MDRCA,0,0.0,,No,1.0,Yes,No,No,No internet service,,No internet service,No internet service,,No internet service,Month-to-month,No,Bank transfer (automatic),20.47,No,0.0,,3.0,2.0,
5684-RIEXU,1,,Yes,,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.36,No,1.0,,278.0,244.0,789.0
3892-SUTZV,1,0.0,No,,40.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Electronic check,74.71,Yes,0.0,No,275.0,162.0,458.0
5390-JSWWC,1,1.0,No,No,52.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.38,No,,Yes,121.0,239.0,445.0
4685-RNNJU,1,0.0,No,No,1.0,Yes,No,DSL,No,,No,No,No,No,Month-to-month,,Credit card (automatic),42.73,No,,Yes,,3.0,10.0
4807-UBONE,1,,,No,17.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.1,Yes,0.0,,69.0,,168.0
2370-JPJOZ,1,0.0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.88,No,,No,14.0,16.0,46.0
4500-GIPCL,1,0.0,No,No,6.0,Yes,No,DSL,No,No,Yes,Yes,,No,Month-to-month,No,,57.91,Yes,0.0,No,6.0,,47.0
5581-RUIOB,0,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,,Two year,Yes,Credit card (automatic),99.06,No,,,,,
9076-KNCDN,1,0.0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,,Two year,No,Bank transfer (automatic),59.55,No,,,,,822.0
3680-AJMDQ,0,,Yes,Yes,,,Yes,Fiber optic,Yes,,No,No,,No,Month-to-month,No,Mailed check,79.87,No,4.0,,141.0,164.0,479.0
6512-YUZZM,0,0.0,No,No,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.15,No,0.0,,236.0,220.0,
3417-WJSZS,1,0.0,No,No,42.0,,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.63,Yes,0.0,Yes,172.0,148.0,380.0
6414-NNTUO,1,,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,No,1.0,,158.0,195.0,723.0
6143-XEMGD,0,0.0,No,,39.0,No,No phone service,DSL,Yes,No,No,Yes,No,,Month-to-month,,Credit card (automatic),33.12,Yes,0.0,,143.0,,509.0
4080-HMCKK,1,0.0,No,No,62.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,109.13,Yes,0.0,Yes,89.0,80.0,
9384-TWMIB,0,0.0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,,,20.26,No,0.0,,29.0,,96.0
7079-QLJXR,1,0.0,Yes,Yes,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),90.78,No,2.0,,235.0,232.0,675.0
7525-ABCVO,1,0.0,,No,1.0,No,No phone service,DSL,No,No,No,No,No,,Month-to-month,No,Mailed check,25.04,No,0.0,,3.0,4.0,11.0
4904-XJEPJ,1,0.0,Yes,Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,,Yes,Two year,Yes,,109.32,No,,Yes,,225.0,917.0
9043-CVZWI,1,0.0,No,No,1.0,Yes,No,No,No internet service,,No internet service,No internet service,,No internet service,Month-to-month,,Mailed check,19.21,Yes,,,6.0,5.0,
8872-RRVJZ,1,,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,Yes,Yes,,Yes,Yes,Two year,,Bank transfer (automatic),105.18,No,1.0,,,,777.0
5305-DWHNS,1,,No,No,1.0,Yes,No,DSL,No,No,No,No,,No,Month-to-month,,Credit card (automatic),47.6,Yes,,,2.0,1.0,9.0
0182-MYKKE,0,0.0,Yes,,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,,Two year,Yes,,113.48,Yes,33.0,Yes,,,905.0
9010-SQREJ,1,,,No,5.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.76,Yes,0.0,,30.0,22.0,41.0
5083-OWHIF,1,0.0,Yes,No,31.0,,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.01,No,0.0,,76.0,88.0,355.0
6276-HSXIE,0,1.0,No,No,,Yes,No,Fiber optic,Yes,,Yes,No,No,,Month-to-month,,Electronic check,80.48,No,0.0,,9.0,12.0,35.0
5038-YQJTO,0,,No,,1.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,,55.74,Yes,,,4.0,6.0,13.0
4134-JFMBZ,0,,No,No,5.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,83.68,No,0.0,Yes,129.0,10.0,55.0
9719-WIFQN,1,0.0,No,No,2.0,,Yes,DSL,No,No,No,,No,No,Month-to-month,,Bank transfer (automatic),57.49,No,,,4.0,,18.0
2930-BZXNP,1,0.0,,Yes,,Yes,Yes,Fiber optic,Yes,Yes,No,No,,No,Month-to-month,,Credit card (automatic),83.82,No,3.0,,,251.0,591.0
3140-TMOYD,0,,No,No,3.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,,20.07,No,0.0,No,,6.0,32.0
9634-XVJGN,0,0.0,Yes,No,22.0,Yes,No,Fiber optic,No,No,Yes,,Yes,Yes,Month-to-month,,Credit card (automatic),97.05,Yes,,,142.0,,308.0
4676-TINKE,1,0.0,,Yes,,,No,Fiber optic,No,Yes,Yes,No,,,Month-to-month,,Electronic check,100.28,Yes,2.0,,,65.0,268.0
2262-DRVCI,1,0.0,Yes,,,,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,82.25,No,,Yes,17.0,21.0,89.0
1296-VVVPO,1,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,Yes,,19.86,No,,,144.0,,
6491-MXBNL,1,0.0,,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.56,Yes,0.0,,15.0,,57.0
8568-GAWEV,0,0.0,No,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,Yes,Credit card (automatic),19.4,No,2.0,,,,
2888-WEJQY,1,,No,,5.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.62,Yes,0.0,,35.0,36.0,58.0
4790-HPSSZ,0,0.0,,No,25.0,Yes,Yes,Fiber optic,No,No,No,No,,,Month-to-month,,,96.71,Yes,0.0,Yes,71.0,50.0,
