id,emirates,established_year,furnish_status,monthly_rent_aed,num_of_bathroom,num_of_parking_space,num_of_rooms,property_facilities,property_location,property_name,property_size,property_type
7678,Dubai,2015.0,Fully Furnished,1248.0,1.0,1.0,1,"Security, Playground, Gymnasium, Barbeque area, Sauna, Jogging Track, Swimming Pool, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Abu Hail,The Elements,540.0,Service Residence
533,Abu Dhabi,2013.0,Fully Furnished,1092.0,2.0,2.0,3.0,"Swimming Pool, Security, Jogging Track, Gymnasium, Playground, Minimart, Parking",Abu Dhabi - Al Hebiah,Mutiara Ville @ Cyberjaya,1000.0,Condominium
8100,Abu Dhabi,2016.0,Partially Furnished,1170.0,2.0,2.0,3.0,"Playground, Swimming Pool, Barbeque area, Sauna, Multipurpose hall, Security, Tennis Court, Gymnasium",Abu Dhabi - Al Barsha South,Cloud Tree @ Cheras,996.0,Condominium
1238,Dubai,2015.0,Fully Furnished,2340.0,3.0,2.0,3,"Playground, Jogging Track, Barbeque area, Security, Swimming Pool, Multipurpose hall, Gymnasium, Sauna, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Abu Hail,The Elements,1450.0,Service Residence
13940,Dubai,,Partially Furnished,624.0,2.0,,3,"Playground, Lift, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Thanyah,,700.0,Others
4053,Abu Dhabi,2015.0,Partially Furnished,702.0,1.0,,1.0,"Parking, Security, Lift, Minimart, Air-Cond, Near MRT",Abu Dhabi - Me'aisem,Empire City,462.0,Condominium
7940,Abu Dhabi,2016.0,Fully Furnished,1326.0,1.0,1.0,1.0,"Parking, Lift, Security, Swimming Pool, Playground, Jogging Track, Minimart, Air-Cond, Washing Machine, Internet, Cooking Allowed",Abu Dhabi - Al Hebiah,Tamarind Suites @ Cyberjaya,600.0,Others
4854,Dubai,2022.0,Partially Furnished,1560.0,2.0,,4,,Dubai - Jumeirah,PV9 Residences @ Taman Melati,1100.0,Service Residence
7144,Abu Dhabi,,Partially Furnished,1014.0,2.0,1.0,3.0,"Swimming Pool, Playground, Security, Barbeque area, Parking, Gymnasium",Abu Dhabi - Al Mankhool,Metro Villa,950.0,Apartment
10816,Dubai,,Fully Furnished,1170.0,2.0,1.0,3,"Parking, Security, Lift, Cooking Allowed, Near MRT, Washing Machine",Dubai - Corniche Deira,Delima J Apartment,985.0,Apartment
14777,Abu Dhabi,2014.0,Fully Furnished,1170.0,2.0,2.0,3.0,"Playground, Barbeque area, Sauna, Security, Minimart, Swimming Pool, Gymnasium, Jogging Track, Parking, Lift, Cooking Allowed, Near MRT, Air-Cond, Washing Machine",Abu Dhabi - Jabal Ali,Amara Service Residences,1012.0,Service Residence
3849,Dubai,2007.0,Fully Furnished,1521.0,2.0,1.0,2,"Security, Playground, Barbeque area, Parking, Sauna, Swimming Pool, Gymnasium, Lift, Air-Cond, Near MRT, Cooking Allowed, Washing Machine",Dubai - Al Muraqqabat,Casa Mutiara,742.0,Service Residence
16656,Abu Dhabi,,Not Furnished,663.0,2.0,1.0,3.0,"Parking, Security, Lift, Playground, Swimming Pool, Multipurpose hall, Jogging Track, Cooking Allowed",Abu Dhabi - Mereiyeel,Kompleks suria kinrara,712.0,Apartment
11979,Abu Dhabi,2009.0,Fully Furnished,1326.0,2.0,2.0,3.0,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Cooking Allowed, Air-Cond, Washing Machine",Abu Dhabi - Al Hebiah,Vega Residensi,1000.0,Service Residence
7475,Dubai,2018.0,Partially Furnished,1092.0,2.0,1.0,3,"Security, Parking, Minimart, Lift, Playground, Gymnasium, Multipurpose hall, Air-Cond, Cooking Allowed",Dubai - Jumeirah,Residensi Wangsa Meranti,850.0,Condominium
7719,Abu Dhabi,,Not Furnished,546.0,2.0,1.0,3.0,Jogging Track,Abu Dhabi - Al Hudaiba,Alpha Arena Apartment,685.0,Apartment
11178,Abu Dhabi,,Not Furnished,585.0,2.0,,3.0,"Security, Parking, Cooking Allowed",Abu Dhabi - Umm Al Mo'meneen,Astana Alam,680.0,Apartment
6307,Abu Dhabi,2016.0,Fully Furnished,858.0,1.0,1.0,1.0,"Parking, Security, Lift, Playground, Barbeque area, Sauna, Swimming Pool, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Squash Court, Club house, Tennis Court, Air-Cond, Near MRT, Washing Machine, Cooking Allowed",Abu Dhabi - Al Hebiah,Solstice @ Pan'gaea,450.0,Condominium
3766,Abu Dhabi,2016.0,Fully Furnished,4290.0,2.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Club house, Jogging Track, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Mugatrah,Paloma @ Tropicana Metropark,1259.0,Service Residence
6447,Dubai,,Not Furnished,1170.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Air-Cond, Cooking Allowed",Dubai - Jumeirah,Residensi Vista Wirajaya,850.0,Service Residence
18433,Abu Dhabi,2008.0,Fully Furnished,2340.0,2.0,2.0,3.0,"Playground, Swimming Pool, Barbeque area, Security, Tennis Court, Gymnasium, Jogging Track, Sauna, Multipurpose hall, Lift, Parking, Minimart, Squash Court, Club house, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Margab,Casa Tropicana,1228.0,Condominium
78,Dubai,2019.0,Fully Furnished,2964.0,2.0,,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Cooking Allowed, Washing Machine",Dubai - Al Nahda,Sky Suites @ KLCC,890.0,Service Residence
12457,Dubai,,Fully Furnished,858.0,1.0,1.0,1,"Playground, Lift, Barbeque area, Security, Minimart, Gymnasium, Swimming Pool, Jogging Track, Parking, Air-Cond, Cooking Allowed, Washing Machine, Internet, Near MRT",Dubai - Mirdif,,1016.0,Service Residence
5695,Dubai,,Not Furnished,624.0,1.0,1.0,3,"Lift, Playground, Parking, Minimart, Cooking Allowed, Near MRT",Dubai - Al Rigga,Taman Bukit Segar,780.0,Apartment
13608,Dubai,2017.0,Partially Furnished,1560.0,3.0,2.0,3,"Squash Court, Parking, Security, Swimming Pool, Gymnasium",Dubai - Jumeirah,The Reach @ Titiwangsa,1500.0,Condominium
16168,Abu Dhabi,,Partially Furnished,780.0,2.0,1.0,3.0,"Security, Playground, Parking",Abu Dhabi - Al O'shoosh,Megah Villa Apartments,689.0,Apartment
17731,Dubai,2022.0,Partially Furnished,1404.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Minimart, Cooking Allowed, Air-Cond, Near MRT",Dubai - Jumeirah,PV9 Residences @ Taman Melati,850.0,Service Residence
4128,Dubai,,Partially Furnished,1326.0,2.0,1.0,3,"Jogging Track, Tennis Court, Squash Court, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Sufouh,Kenanga Point,860.0,Condominium
7941,Abu Dhabi,2016.0,Partially Furnished,936.0,1.0,,2.0,"Parking, Minimart, Swimming Pool, Tennis Court, Jogging Track, Security, Playground, Multipurpose hall, Gymnasium, Barbeque area, Air-Cond, Cooking Allowed, Washing Machine, Internet",Abu Dhabi - Al Meryal,De Centrum Residences,574.0,Service Residence
14888,Abu Dhabi,,Not Furnished,273.0,2.0,,3.0,,Abu Dhabi - Al Fagaa,Teratai Apartment (Taman Bunga Raya),650.0,Apartment
15729,Abu Dhabi,2013.0,Fully Furnished,1131.0,2.0,,3.0,,Abu Dhabi - Margab,One Damansara,1550.0,Condominium
8546,Dubai,,Fully Furnished,2028.0,2.0,2.0,2,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Air-Cond, Cooking Allowed",Dubai - Business Bay,Sky Meridien,794.0,Service Residence
16851,Abu Dhabi,2025.0,Partially Furnished,1326.0,2.0,2.0,2.0,"Playground, Sauna, Multipurpose hall, Barbeque area, Swimming Pool, Gymnasium, Parking, Security, Lift, Minimart, Jogging Track, Air-Cond, Washing Machine",Abu Dhabi - Mereiyeel,Hillcrest Garden: Puchong City Centre (PCC),1011.0,Condominium
5201,Dubai,,Partially Furnished,1014.0,2.0,1.0,3,"Swimming Pool, Playground, Club house, Parking, Minimart, Lift, Sauna, Gymnasium, Tennis Court, Barbeque area, Security, Squash Court, Multipurpose hall, Jogging Track, Cooking Allowed, Near MRT, Air-Cond",Dubai - Jumeirah,Heritage Condominiun,1230.0,Condominium
17963,Abu Dhabi,,Not Furnished,624.0,2.0,1.0,3.0,"Parking, Security, Swimming Pool, Jogging Track, Cooking Allowed",Abu Dhabi - Bu Kadra,saujana apartment,800.0,Apartment
7009,Dubai,,Partially Furnished,1131.0,2.0,2.0,4,,Dubai - Jumeirah,KL Traders Square,940.0,Condominium
11737,Abu Dhabi,,Fully Furnished,1185.6,1.0,2.0,3.0,,Abu Dhabi - Mereiyeel,Kiambang Apartment,920.0,Apartment
14702,Abu Dhabi,2014.0,Fully Furnished,936.0,1.0,1.0,1.0,"Gymnasium, Security, Playground, Parking, Jogging Track, Swimming Pool, Multipurpose hall, Lift, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Mereiyeel,The Wharf (Puchong),680.0,Service Residence
11794,Dubai,2021.0,Partially Furnished,1170.0,2.0,1.0,2,"Playground, Barbeque area, Parking, Swimming Pool, Jogging Track, Lift, Security, Gymnasium",Dubai - Al Rigga,Majestic Maxim,680.0,Service Residence
6635,Dubai,2014.0,Partially Furnished,1950.0,3.0,2.0,3,"Security, Playground, Swimming Pool, Barbeque area, Parking, Gymnasium, Jogging Track, Sauna, Tennis Court, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Murar,KM1,1500.0,Condominium
7074,Dubai,,Fully Furnished,3666.0,2.0,2.0,2,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Ttay,Service Suites @ Pavilion Embassy,1098.0,Service Residence
14873,Abu Dhabi,2017.0,Fully Furnished,780.0,1.0,,1.0,"Security, Lift, Swimming Pool, Barbeque area, Playground, Minimart, Jogging Track, Air-Cond, Near MRT",Abu Dhabi - Al Hebiah,"Sky Park, Cyberjaya",544.0,Service Residence
200,Dubai,2022.0,Fully Furnished,2340.0,2.0,2.0,1,"Swimming Pool, Jogging Track, Playground, Gymnasium, Lift, Parking, Security, Minimart, Barbeque area",Dubai - Mirdif,The Ooak (Kiara 163),880.0,Service Residence
18067,Abu Dhabi,2018.0,Fully Furnished,1248.0,2.0,2.0,3.0,"Multipurpose hall, Sauna, Parking, Security, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Al Quoz,Symphony Tower,1114.0,Service Residence
6474,Dubai,2017.0,Partially Furnished,2496.0,2.0,,3,"Multipurpose hall, Playground, Swimming Pool, Jogging Track, Sauna, Security, Barbeque area, Club house, Parking, Gymnasium, Squash Court, Air-Cond, Cooking Allowed",Dubai - Al Wasl,Anjali @ North Kiara,1319.0,Condominium
14329,Abu Dhabi,,Partially Furnished,702.0,2.0,1.0,3.0,"Playground, Jogging Track, Parking, Security, Minimart, Lift, Cooking Allowed, Air-Cond, Near MRT",Abu Dhabi - Al Yufrah,Suria Permai,856.0,Apartment
4643,Dubai,,Not Furnished,937.56,2.0,2.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Club house, Sauna, Barbeque area, Minimart, Air-Cond, Cooking Allowed, Washing Machine, Internet",Dubai - Umm Hurair,Platinum Splendor Residensi Semarak,920.0,Condominium
16731,Dubai,2019.0,Fully Furnished,1716.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Cooking Allowed, Washing Machine",Dubai - Nakhlat Deira,KL Traders Square Residences,945.0,Service Residence
3951,Dubai,,Partially Furnished,780.0,2.0,,3,,Dubai - Jumeirah,Flat Danau Kota,700.0,Apartment
13296,Dubai,2012.0,Fully Furnished,2184.0,3.0,2.0,4,"Playground, Swimming Pool, Multipurpose hall, Gymnasium, Squash Court, Barbeque area, Parking, Security, Tennis Court, Sauna",Dubai - Zabeel,Riana Green East,1909.0,Condominium
4714,Dubai,2012.0,Fully Furnished,1794.0,2.0,,4,"Swimming Pool, Parking, Jogging Track, Multipurpose hall, Gymnasium, Security, Minimart, Playground, Barbeque area, Sauna, Air-Cond, Cooking Allowed, Near MRT",Dubai - Abu Hail,Vistaria Residensi,1393.0,Condominium
1680,Abu Dhabi,1997.0,Fully Furnished,1404.0,2.0,2.0,3.0,"Swimming Pool, Gymnasium, Jogging Track, Parking, Security, Minimart, Playground, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Barsha South,Evergreen Park,1152.0,Condominium
6413,Abu Dhabi,2018.0,Partially Furnished,858.0,2.0,1.0,3.0,"Parking, Minimart, Gymnasium, Multipurpose hall, Swimming Pool, Playground, Security, Lift, Jogging Track, Air-Cond, Cooking Allowed",Abu Dhabi - Umm Al Mo'meneen,Sentrovue,845.0,Service Residence
17202,Dubai,2021.0,Fully Furnished,1950.0,2.0,1.0,3,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Air-Cond, Washing Machine, Near MRT",Dubai - Business Bay,M Centura,850.0,Service Residence
16992,Abu Dhabi,2022.0,Fully Furnished,507.0,1.0,,1.0,"Minimart, Parking, Swimming Pool, Squash Court, Lift, Sauna, Playground, Security, Gymnasium, Air-Cond, Cooking Allowed",Abu Dhabi - Nadd Al Shiba,Horizon Suites,239.0,Service Residence
15520,Abu Dhabi,2014.0,Fully Furnished,936.0,1.0,1.0,1.0,"Parking, Security, Swimming Pool, Jogging Track, Multipurpose hall, Playground, Gymnasium, Lift, Barbeque area, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Mereiyeel,The Wharf (Puchong),560.0,Service Residence
16934,Abu Dhabi,,Not Furnished,741.0,2.0,1.0,3.0,"Security, Barbeque area, Parking, Playground, Lift, Jogging Track, Minimart, Cooking Allowed, Near MRT, Internet",Abu Dhabi - Mereiyeel,Kinrara Ria,850.0,Apartment
11777,Dubai,2016.0,Partially Furnished,1950.0,2.0,2.0,3,"Swimming Pool, Gymnasium, Parking, Security, Playground, Lift, Multipurpose hall, Air-Cond, Cooking Allowed",Dubai - Al Corniche,Dua Menjalara,1400.0,Service Residence
9841,Dubai,2019.0,Fully Furnished,3120.0,2.0,2.0,4,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Air-Cond, Cooking Allowed",Dubai - Al Shindagha,Inwood Residences @ Pantai Sentral Park,1235.0,Condominium
7340,Abu Dhabi,2018.0,Partially Furnished,1013.22,2.0,,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Abu Dhabi - Al Warqaa,BSP 21,1048.0,Condominium
15560,Abu Dhabi,,Not Furnished,780.0,2.0,,3.0,,Abu Dhabi - Lehbab,Perdana Villa (Klang),1100.0,Apartment
12169,Abu Dhabi,,Partially Furnished,546.0,1.0,,2.0,,Abu Dhabi - Grayteesah,Seksyen 28 Shah Alam,700.0,Others
5324,Abu Dhabi,,Not Furnished,468.0,1.0,1.0,2.0,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Cooking Allowed, Near MRT",Abu Dhabi - Al Meryal,Canopy hill,600.0,Condominium
17057,Dubai,,Not Furnished,1014.0,2.0,1.0,3,"Jogging Track, Parking, Security, Minimart",Dubai - Jumeirah,Apartment Dahlia (Setapak),850.0,Apartment
4530,Abu Dhabi,,Partially Furnished,943.8,2.0,,4.0,"Minimart, Gymnasium, Sauna, Parking, Security, Playground, Lift, Swimming Pool, Air-Cond, Cooking Allowed",Abu Dhabi - Lehbab,Kondo Idaman Cheng Hua,1415.0,Condominium
16901,Abu Dhabi,2020.0,Partially Furnished,2028.0,2.0,,3.0,"Gymnasium, Tennis Court, Squash Court, Jogging Track, Security, Playground, Barbeque area, Sauna, Parking, Minimart, Swimming Pool, Lift",Abu Dhabi - Ghadeer Barashy,Setia City Residences,985.0,Service Residence
15662,Dubai,2020.0,Fully Furnished,2262.0,2.0,1.0,2,"Jogging Track, Multipurpose hall, Parking, Security, Playground, Gymnasium, Swimming Pool, Barbeque area, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Downtown Dubai,Avara Seputeh,830.0,Service Residence
1205,Abu Dhabi,2019.0,Not Furnished,663.0,2.0,1.0,3.0,"Gymnasium, Playground, Multipurpose hall, Swimming Pool",Abu Dhabi - Al Meryal,D'Camellia @ Setia Ecohill,860.0,Condominium
11591,Dubai,,Partially Furnished,1560.0,3.0,2.0,4,"Sauna, Parking, Security, Minimart, Playground, Gymnasium, Barbeque area, Jogging Track, Lift, Swimming Pool, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Wasl,Villa Orkid,1893.0,Condominium
1708,Dubai,2021.0,Fully Furnished,1092.0,2.0,,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Business Bay,M Centura,850.0,Service Residence
1989,Abu Dhabi,,Not Furnished,663.0,2.0,2.0,3.0,"Playground, Swimming Pool, Minimart, Gymnasium, Jogging Track, Sauna, Lift, Parking, Security",Abu Dhabi - Al Marmoom,,860.0,Apartment
4241,Dubai,2015.0,Fully Furnished,1950.0,3.0,2.0,3,,Dubai - Al Wasl,Scenaria @ North Kiara Hills,1300.0,Condominium
10296,Dubai,2006.0,Fully Furnished,1365.0,2.0,1.0,3,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall, Jogging Track, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Business Bay,Pangsapuri Melur (Sentul),1010.0,Apartment
10018,Dubai,1997.0,Partially Furnished,936.0,2.0,1.0,3,"Parking, Swimming Pool, Barbeque area, Security, Minimart, Playground, Gymnasium, Sauna, Club house, Lift, Air-Cond, Cooking Allowed",Dubai - Umm Al Sheif,Danau Impian,946.0,Condominium
18055,Dubai,,Partially Furnished,1560.0,2.0,1.0,3,"Air-Cond, Cooking Allowed",Dubai - Business Bay,,850.0,Service Residence
2702,Dubai,2005.0,Partially Furnished,936.0,2.0,1.0,3,"Parking, Minimart, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Cooking Allowed",Dubai - Mushraif,Zamrud Apartment,1170.0,Apartment
3135,Abu Dhabi,2015.0,Fully Furnished,1092.0,1.0,,2.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Minimart, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Margab,"Empire City, Colonial Loft",952.0,Others
8089,Abu Dhabi,,Not Furnished,507.0,2.0,,3.0,"Parking, Lift, Playground, Cooking Allowed",Abu Dhabi - Al Barsha South,Cemara Apartment (Bukit Segar Jaya),652.0,Apartment
9722,Dubai,2021.0,Fully Furnished,1014.0,3.0,1.0,3,"Security, Playground, Gymnasium, Lift, Parking, Swimming Pool, Air-Cond, Near MRT, Washing Machine, Cooking Allowed, Internet",Dubai - Al Twar,Platinum OUG Residence,1250.0,Condominium
17329,Dubai,2015.0,Fully Furnished,1326.0,1.0,,1,"Swimming Pool, Gymnasium, Multipurpose hall, Parking, Barbeque area, Security",Dubai - Al Baraha,3 Towers,440.0,Service Residence
4341,Dubai,2012.0,Fully Furnished,1287.0,1.0,1.0,1,,Dubai - Nakhlat Jumeirah,Verve Suites (Sri Hartamas),500.0,Service Residence
9055,Dubai,2019.0,Partially Furnished,1638.0,2.0,2.0,3,"Multipurpose hall, Playground, Barbeque area, Sauna, Parking, Swimming Pool, Gymnasium, Jogging Track, Security, Lift, Minimart, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Wasl,Residensi Harmoni 2 @ Bukit Prima Pelangi,1200.0,Condominium
4746,Abu Dhabi,2016.0,Partially Furnished,1014.0,1.0,1.0,1.0,"Jogging Track, Security, Sauna, Swimming Pool, Barbeque area, Cooking Allowed, Air-Cond",Abu Dhabi - Margab,Icon Residenz @ Icon City,596.0,Service Residence
15199,Dubai,,Not Furnished,858.0,2.0,,3,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Air-Cond, Near MRT",Dubai - Al Rigga,Laman Midah,800.0,Condominium
16104,Abu Dhabi,2021.0,Partially Furnished,1170.0,1.0,,1.0,"Parking, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Air-Cond, Washing Machine, Cooking Allowed",Abu Dhabi - Al Hebiah,Edusphere,450.0,Others
17967,Abu Dhabi,2020.0,Partially Furnished,1794.0,2.0,2.0,3.0,"Parking, Tennis Court, Gymnasium, Barbeque area, Minimart, Swimming Pool, Squash Court, Jogging Track, Lift, Sauna, Security, Playground",Abu Dhabi - Ghadeer Barashy,Setia City Residences,985.0,Service Residence
13501,Abu Dhabi,,Partially Furnished,1950.0,2.0,2.0,3.0,"Parking, Swimming Pool, Jogging Track, Security, Sauna, Club house, Tennis Court, Barbeque area, Multipurpose hall, Playground, Gymnasium, Minimart, Lift, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Grayteesah,,1670.0,Service Residence
11638,Abu Dhabi,2016.0,Fully Furnished,1404.0,2.0,2.0,4.0,"Parking, Security, Swimming Pool, Playground, Gymnasium, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Meryal,Hijauan Heights,1127.0,Apartment
5965,Abu Dhabi,2021.0,Fully Furnished,1248.0,2.0,1.0,2.0,"Parking, Lift, Swimming Pool, Gymnasium, Security, Playground, Jogging Track, Barbeque area, Minimart, Multipurpose hall, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Yufrah,Equine Residence,732.0,Service Residence
9088,Abu Dhabi,,Fully Furnished,858.0,2.0,,1.0,"Air-Cond, Cooking Allowed, Near MRT",Abu Dhabi - Grayteesah,,450.0,Apartment
10032,Dubai,,Not Furnished,1014.0,2.0,1.0,2,,Dubai - Jumeirah,Platinum Lake PV 21,900.0,Service Residence
11358,Abu Dhabi,2016.0,Fully Furnished,1053.0,1.0,1.0,1.0,,Abu Dhabi - Bu Kadra,Sphere Damansara,592.0,Condominium
5561,Abu Dhabi,,Partially Furnished,858.0,2.0,1.0,3.0,"Gymnasium, Playground, Parking, Security, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Mereiyeel,,998.0,Condominium
16420,Dubai,2005.0,Partially Furnished,936.0,2.0,1.0,3,"Minimart, Swimming Pool, Gymnasium, Tennis Court, Parking, Security, Playground, Cooking Allowed, Near MRT",Dubai - Al Rigga,Angkasa Condominiums,1000.0,Condominium
10214,Abu Dhabi,,Not Furnished,780.0,2.0,2.0,3.0,"Parking, Swimming Pool, Gymnasium, Security, Jogging Track, Cooking Allowed",Abu Dhabi - Al Meryal,Saville @ Kajang,898.0,Service Residence
3676,Abu Dhabi,2019.0,Fully Furnished,2729.2200000000003,4.0,2.0,4.0,"Parking, Jogging Track, Barbeque area, Multipurpose hall, Security, Gymnasium, Playground, Swimming Pool, Tennis Court, Lift, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Mereiyeel,Sky Condominium @ Bandar Puchong Jaya,1532.0,Condominium
16703,Abu Dhabi,,Partially Furnished,702.0,1.0,1.0,3.0,"Parking, Security, Air-Cond, Cooking Allowed",Abu Dhabi - Al Khairan First,Pangsapuri kinrara,750.0,Apartment
11079,Abu Dhabi,2006.0,Fully Furnished,171.6,2.0,,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Jogging Track, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Margab,Mentari Court,850.0,Apartment
3553,Dubai,2009.0,Partially Furnished,1170.0,3.0,2.0,4,"Parking, Security, Minimart, Swimming Pool, Gymnasium, Barbeque area, Playground, Lift, Air-Cond",Dubai - Al Rigga,Sering Akasia,1500.0,Condominium
467,Dubai,2019.0,Partially Furnished,1560.0,2.0,1.0,3,"Playground, Sauna, Parking, Jogging Track, Barbeque area, Multipurpose hall, Gymnasium, Security, Swimming Pool, Lift",Dubai - Mushraif,CitiZen,1120.0,Service Residence
8217,Abu Dhabi,2022.0,Fully Furnished,779.22,1.0,1.0,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Al Hebiah,Vertex Tower @ CyberSquare,500.0,Service Residence
2091,Abu Dhabi,2004.0,Fully Furnished,663.0,2.0,,5.0,"Barbeque area, Jogging Track, Club house, Playground, Gymnasium, Parking, Security, Minimart, Swimming Pool, Sauna, Air-Cond, Cooking Allowed, Washing Machine, Internet",Abu Dhabi - Wadi Alshabak,Suriamas,1300.0,Condominium
10430,Dubai,2020.0,Partially Furnished,897.0,2.0,1.0,3,"Parking, Gymnasium, Swimming Pool, Barbeque area, Multipurpose hall, Playground, Security, Lift, Minimart, Jogging Track, Cooking Allowed, Near MRT",Dubai - Business Bay,Sky Awani 2 Residence,800.0,Condominium
6390,Dubai,2021.0,Fully Furnished,663.0,1.0,,1,"Jogging Track, Security, Gymnasium, Parking, Sauna, Playground, Swimming Pool, Barbeque area, Air-Cond, Washing Machine, Internet, Cooking Allowed",Dubai - Al Wasl,The Era,890.0,Service Residence
2872,Dubai,2021.0,Not Furnished,1014.0,2.0,1.0,3,"Playground, Gymnasium, Lift, Security, Parking, Near MRT",Dubai - Al Twar,Platinum OUG Residence,850.0,Condominium
1127,Dubai,2011.0,Fully Furnished,2808.0,2.0,2.0,3,"Minimart, Barbeque area, Parking, Playground, Swimming Pool, Gymnasium, Security, Club house, Air-Cond, Washing Machine, Near MRT, Cooking Allowed",Dubai - Al Nahda,Setia SKY Residences,1259.0,Condominium
10789,Abu Dhabi,,Fully Furnished,1482.0,1.0,1.0,2.0,"Parking, Playground, Swimming Pool, Security, Gymnasium, Lift, Minimart, Air-Cond, Cooking Allowed, Washing Machine, Near MRT",Abu Dhabi - Nadd Hessa,Utropolis Serviced Apartment 2,730.0,Service Residence
15559,Abu Dhabi,2020.0,Not Furnished,624.0,2.0,2.0,3.0,"Jogging Track, Gymnasium, Sauna, Parking, Security, Lift, Swimming Pool, Playground, Tennis Court, Multipurpose hall, Club house",Abu Dhabi - Al Meryal,Palm Hill Residence,915.0,Condominium
16385,Dubai,2015.0,Fully Furnished,1638.0,1.0,,1,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Khawaneej,Mercu Summer Suites @ Kuala Lumpur,450.0,Service Residence
